scenario,measure,country,country_name,scenario_short,scenario_label,transition,damage_curve,mitigation_cost,measure_label,oecd_measure_label,category,unit_hint,frequency,year,value,series_code,series_name,source_dataset,source_url,downloaded_at,base_value,annualised_growth_from_base_pct,change_from_base_pct
ET3,SHARE_SOLAR,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0834929568212746,AUS.SHARE_SOLAR.ET3.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,21.1667881439478,161.166806981664
ET3,SHARE_SOLAR,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.378502264055181,AUS.SHARE_SOLAR.ET3.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,10.3909484705644,1083.95888110929
ET3,SHARE_SOLAR,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.378502264055181,AUS.SHARE_SOLAR.ET3.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,5.51966524680803,1083.95888110929
ET3,SHARE_SOLAR,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.378502264055181,AUS.SHARE_SOLAR.ET3.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,3.35016038497056,1083.95888110929
ET3,SHARE_WIND,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0209081513702568,AUS.SHARE_WIND.ET3.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,,0
ET3,SHARE_WIND,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0654189297275783,AUS.SHARE_WIND.ET3.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,25.625429567438,212.88720159469
ET3,SHARE_WIND,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.350980847262291,AUS.SHARE_WIND.ET3.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,11.9434561706098,1578.67948269011
ET3,SHARE_WIND,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.350980847262291,AUS.SHARE_WIND.ET3.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,6.32361505227566,1578.67948269011
ET3,SHARE_WIND,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.350980847262291,AUS.SHARE_WIND.ET3.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,3.832402696332,1578.67948269011
ET3,TES,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2025,5845120.3734898,AUS.TES.ET3.A,"Australia – Total primary energy supply, terajoules – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,,0
ET3,TES,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2030,5270034,AUS.TES.ET3.A,"Australia – Total primary energy supply, terajoules – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,-2.05010121845619,-9.83874303253138
ET3,TES,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2050,4040874,AUS.TES.ET3.A,"Australia – Total primary energy supply, terajoules – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,-1.4657366818799,-30.8675657335109
ET3,TES,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2071,5266527,AUS.TES.ET3.A,"Australia – Total primary energy supply, terajoules – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,-0.226343579543442,-9.89874179690081
ET3,TES,AUS,Australia,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",Accelerated energy transition,High,Slow reduction,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2100,7156348,AUS.TES.ET3.A,"Australia – Total primary energy supply, terajoules – Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,0.270221249240299,22.432859252261
ET4,CO2,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Gross CO2 emissions,"Gross CO2 emissions, million tonnes",Energy and emissions,Million tonnes,A,2025,390.710926200623,AUS.CO2.ET4.A,"Australia – Gross CO2 emissions, million tonnes – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.CO2..A?observations=1,2026-05-05 18:05:26 AEST,390.710926200623,,0
ET4,CO2,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Gross CO2 emissions,"Gross CO2 emissions, million tonnes",Energy and emissions,Million tonnes,A,2030,299.612,AUS.CO2.ET4.A,"Australia – Gross CO2 emissions, million tonnes – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.CO2..A?observations=1,2026-05-05 18:05:26 AEST,390.710926200623,-5.17109637386319,-23.3161962186451
ET4,CO2,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Gross CO2 emissions,"Gross CO2 emissions, million tonnes",Energy and emissions,Million tonnes,A,2050,35.93705,AUS.CO2.ET4.A,"Australia – Gross CO2 emissions, million tonnes – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.CO2..A?observations=1,2026-05-05 18:05:26 AEST,390.710926200623,-9.10343432080407,-90.802138463477
ET4,CO2,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Gross CO2 emissions,"Gross CO2 emissions, million tonnes",Energy and emissions,Million tonnes,A,2071,46.83759,AUS.CO2.ET4.A,"Australia – Gross CO2 emissions, million tonnes – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.CO2..A?observations=1,2026-05-05 18:05:26 AEST,390.710926200623,-4.50676927893526,-88.0122139261727
ET4,CO2,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Gross CO2 emissions,"Gross CO2 emissions, million tonnes",Energy and emissions,Million tonnes,A,2100,63.64321,AUS.CO2.ET4.A,"Australia – Gross CO2 emissions, million tonnes – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.CO2..A?observations=1,2026-05-05 18:05:26 AEST,390.710926200623,-2.39053023574558,-83.710921366115
ET4,EFFLABS,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Trend labour efficiency,Trend labour efficiency,Supply-side drivers,Index/level,A,2025,104352.395669383,AUS.EFFLABS.ET4.A,"Australia – Trend labour efficiency – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.EFFLABS..A?observations=1,2026-05-05 18:05:26 AEST,104352.395669383,,0
ET4,EFFLABS,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Trend labour efficiency,Trend labour efficiency,Supply-side drivers,Index/level,A,2030,106496.5,AUS.EFFLABS.ET4.A,"Australia – Trend labour efficiency – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.EFFLABS..A?observations=1,2026-05-05 18:05:26 AEST,104352.395669383,0.40759902405878,2.05467667211983
ET4,EFFLABS,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Trend labour efficiency,Trend labour efficiency,Supply-side drivers,Index/level,A,2050,134753.3,AUS.EFFLABS.ET4.A,"Australia – Trend labour efficiency – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.EFFLABS..A?observations=1,2026-05-05 18:05:26 AEST,104352.395669383,1.02793576286029,29.1329241993978
ET4,EFFLABS,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Trend labour efficiency,Trend labour efficiency,Supply-side drivers,Index/level,A,2071,179466.8,AUS.EFFLABS.ET4.A,"Australia – Trend labour efficiency – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.EFFLABS..A?observations=1,2026-05-05 18:05:26 AEST,104352.395669383,1.18570624888663,71.9814852824271
ET4,EFFLABS,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Trend labour efficiency,Trend labour efficiency,Supply-side drivers,Index/level,A,2100,255044.7,AUS.EFFLABS.ET4.A,"Australia – Trend labour efficiency – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.EFFLABS..A?observations=1,2026-05-05 18:05:26 AEST,104352.395669383,1.19868092426545,144.407134463929
ET4,ERS1574,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Trend employment rate, 15-74","Trend employment rate, as a percentage of population aged 15-74",Supply-side drivers,Percent,A,2025,69.844428370552,AUS.ERS1574.ET4.A,"Australia – Trend employment rate, as a percentage of population aged 15-74 – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ERS1574..A?observations=1,2026-05-05 18:05:26 AEST,69.844428370552,,0
ET4,ERS1574,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Trend employment rate, 15-74","Trend employment rate, as a percentage of population aged 15-74",Supply-side drivers,Percent,A,2030,71.3437654501928,AUS.ERS1574.ET4.A,"Australia – Trend employment rate, as a percentage of population aged 15-74 – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ERS1574..A?observations=1,2026-05-05 18:05:26 AEST,69.844428370552,0.42569639184169,2.1466810089507
ET4,ERS1574,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Trend employment rate, 15-74","Trend employment rate, as a percentage of population aged 15-74",Supply-side drivers,Percent,A,2050,74.8717844150707,AUS.ERS1574.ET4.A,"Australia – Trend employment rate, as a percentage of population aged 15-74 – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ERS1574..A?observations=1,2026-05-05 18:05:26 AEST,69.844428370552,0.278414024302553,7.19793426878179
ET4,ERS1574,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Trend employment rate, 15-74","Trend employment rate, as a percentage of population aged 15-74",Supply-side drivers,Percent,A,2071,75.9087748219082,AUS.ERS1574.ET4.A,"Australia – Trend employment rate, as a percentage of population aged 15-74 – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ERS1574..A?observations=1,2026-05-05 18:05:26 AEST,69.844428370552,0.181168196707016,8.68264884234211
ET4,ERS1574,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Trend employment rate, 15-74","Trend employment rate, as a percentage of population aged 15-74",Supply-side drivers,Percent,A,2100,75.8857295891358,AUS.ERS1574.ET4.A,"Australia – Trend employment rate, as a percentage of population aged 15-74 – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ERS1574..A?observations=1,2026-05-05 18:05:26 AEST,69.844428370552,0.110672308494575,8.64965375123745
ET4,ETPT,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential employment,Potential employment of total economy,Output and population,Persons,A,2025,14267335.5314074,AUS.ETPT.ET4.A,"Australia – Potential employment of total economy – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ETPT..A?observations=1,2026-05-05 18:05:26 AEST,14267335.5314074,,0
ET4,ETPT,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential employment,Potential employment of total economy,Output and population,Persons,A,2030,15560670.366134,AUS.ETPT.ET4.A,"Australia – Potential employment of total economy – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ETPT..A?observations=1,2026-05-05 18:05:26 AEST,14267335.5314074,1.75062501029613,9.06500608946581
ET4,ETPT,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential employment,Potential employment of total economy,Output and population,Persons,A,2050,20188985.818599,AUS.ETPT.ET4.A,"Australia – Potential employment of total economy – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ETPT..A?observations=1,2026-05-05 18:05:26 AEST,14267335.5314074,1.39834465489284,41.5049486581147
ET4,ETPT,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential employment,Potential employment of total economy,Output and population,Persons,A,2071,25369673.4632305,AUS.ETPT.ET4.A,"Australia – Potential employment of total economy – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ETPT..A?observations=1,2026-05-05 18:05:26 AEST,14267335.5314074,1.25912586849315,77.8164774171251
ET4,ETPT,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential employment,Potential employment of total economy,Output and population,Persons,A,2100,32672108.5719076,AUS.ETPT.ET4.A,"Australia – Potential employment of total economy – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.ETPT..A?observations=1,2026-05-05 18:05:26 AEST,14267335.5314074,1.11085679030247,128.999370625194
ET4,GDPVTRD,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Potential GDP, volume","Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs,A,2025,1748439252761.52,AUS.GDPVTRD.ET4.A,"Australia – Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD..A?observations=1,2026-05-05 18:05:26 AEST,1748439252761.52,,0
ET4,GDPVTRD,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Potential GDP, volume","Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs,A,2030,1.957396e+12,AUS.GDPVTRD.ET4.A,"Australia – Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD..A?observations=1,2026-05-05 18:05:26 AEST,1748439252761.52,2.28351157559732,11.9510441617259
ET4,GDPVTRD,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Potential GDP, volume","Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs,A,2050,3.237493e+12,AUS.GDPVTRD.ET4.A,"Australia – Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD..A?observations=1,2026-05-05 18:05:26 AEST,1748439252761.52,2.49491783024807,85.1647402039641
ET4,GDPVTRD,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Potential GDP, volume","Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs,A,2071,5.405653e+12,AUS.GDPVTRD.ET4.A,"Australia – Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD..A?observations=1,2026-05-05 18:05:26 AEST,1748439252761.52,2.48409489256045,209.170192299344
ET4,GDPVTRD,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,"Potential GDP, volume","Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs,A,2100,9.865169e+12,AUS.GDPVTRD.ET4.A,"Australia – Potential gross domestic product, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD..A?observations=1,2026-05-05 18:05:26 AEST,1748439252761.52,2.33386719591597,464.227151982476
ET4,GDPVTRD_CAP,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential GDP per capita,"Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs per person,A,2025,63351.3867356751,AUS.GDPVTRD_CAP.ET4.A,"Australia – Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD_CAP..A?observations=1,2026-05-05 18:05:26 AEST,63351.3867356751,,0
ET4,GDPVTRD_CAP,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential GDP per capita,"Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs per person,A,2030,65968.51,AUS.GDPVTRD_CAP.ET4.A,"Australia – Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD_CAP..A?observations=1,2026-05-05 18:05:26 AEST,63351.3867356751,0.812900445699816,4.13112229925523
ET4,GDPVTRD_CAP,AUS,Australia,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",Accelerated energy transition,High,Fast reduction,Potential GDP per capita,"Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities",Output and population,USD at 2021 PPPs per person,A,2050,85676.93,AUS.GDPVTRD_CAP.ET4.A,"Australia – Potential gross domestic product per capita, volume, USD at 2021 Purchasing Power Parities – Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GDPVTRD_CAP..A?observations=1,2026-05-05 18:05:26 AEST,63351.3867356751,1.21486747835113,35.2408122611035
